YEAR,MONTH,BEGIN_DAY,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,STATE,EVENT_TYPE,FLOOD_CAUSE,EVENT_NARRATIVE,temperature_2m_mean,wind_speed_10m_mean,cloud_cover_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,rain_sum,snowfall_sum,pressure_msl_mean,soil_moisture_0_to_10cm_mean,elevation
2023,6,23,1023,33.83,-98.77,TEXAS,Hail,,,28.13531,17.847507,31.919418,67.666794,21.865015,0.0,0.0,0.0,1007.4153,0.26609325,319.0
2024,5,9,1121,33.985,-98.5017,TEXAS,Hail,,MPing report.,25.906706,14.704128,0.0,48.110054,14.223996,0.0,0.0,0.0,1000.57526,0.1833253,307.0
2013,6,20,1845,35.1286,-101.9105,TEXAS,Hail,,"An embedded thunderstorm broke off from a line of storms moving across Northwest Texas. This storm moved to the northeast and moved across the southern Texas Panhandle during the evening hours of the 20th. As the thunderstorm moved across Randall County, a member of the public reported ping pong ball size hail (1.50 inches) seven miles southwest of Amarillo (Randall County). The thunderstorm continued to move to the northeast across the county after producing this hail, before diminishing over the central portion of Amarillo (Randall County).",23.166874,13.069342,52.572113,72.634766,19.598738,9.9917345,9.9917345,0.0,1017.1424,0.2037274,1126.0
2012,5,30,2025,33.17,-99.74,TEXAS,Thunderstorm Wind,,The Haskell mesonet station measured a 77 MPH wind gust.,26.262716,16.620277,0.0,67.10123,20.200354,0.0,0.0,0.0,1007.8351,0.30050218,489.0
2019,4,3,1610,34.67,-100.7,TEXAS,Hail,,"A 12-mile long swath of severe hail ranging from quarter to golf ball size affected a strip of far north-central Hall County.  The hail cracked a storm chaser's windshield on Highway 287 near Memphis, but additional damage to vehicles in the area was not known.",5.580362,14.946703,81.3422,45.72119,-4.9809837,0.0,0.0,0.0,1019.3489,0.17157167,649.0
2001,8,23,1620,33.58333,-102.25,TEXAS,Hail,,,21.694313,13.400927,6.4935837,91.72768,21.599566,1.365159,1.365159,0.0,1012.8526,0.42335206,1052.0
2012,5,7,1900,30.42,-97.7,TEXAS,Funnel Cloud,,A thunderstorm produced a rope funnel cloud in  North Austin.,24.942768,13.684019,36.43733,72.05428,20.236425,0.11289634,0.11289634,0.0,1010.7855,0.3297413,229.0
2023,3,16,1630,32.91,-96.63,TEXAS,Thunderstorm Wind,,Fence damage and large tree limbs broken in Garland.,17.638828,24.816143,20.394714,74.54609,14.299782,0.0,0.0,0.0,1014.6768,0.3222603,161.0
2012,8,20,2026,33.64,-101.8,TEXAS,Thunderstorm Wind,,The Lubbock ASOS measured a wind gust to 58 mph. No damage was reported.,26.48536,7.52164,43.987343,59.158398,18.742245,1.4868641,1.4868641,0.0,1012.3492,0.22064647,986.0
2023,4,20,1740,30.88,-97.41,TEXAS,Hail,,"A public report indicated quarter sized hail in Holland, TX.",13.220705,11.935946,62.634384,67.008224,7.8440404,0.0,0.0,0.0,1024.4861,0.4126767,168.0
2005,6,11,1732,30.58333,-102.86667,TEXAS,Hail,,Employees at an oil field south of Fort Stockton reported nickel size hail along U.S. Highway 385 in southern Pecos County. This occurred as isolated strong to severe thunderstorms affected the Trans Pecos and Big Bend areas of west Texas during the late afternoon and evening of the 11th.,27.221228,24.599527,0.0,54.020363,17.078695,0.5947201,0.5947201,0.0,1006.8871,0.17619945,1149.0
2020,5,27,1642,29.26,-94.86,TEXAS,Thunderstorm Wind,,The wind gust was measured at KGLS.,26.344181,14.0730095,0.0,83.066635,23.384474,0.0,0.0,0.0,1012.3049,,0.0
2019,10,20,2228,33.52,-95.32,TEXAS,Thunderstorm Wind,,"A public report indicated 3-inch diameter limbs and a few power poles blown down in the city of Deport, TX.",15.644928,4.7706423,46.71068,60.177532,8.244107,0.56317717,0.56317717,0.0,1025.964,0.30024844,129.0
2017,3,28,1410,32.5776,-101.12,TEXAS,Hail,,,21.257915,17.69512,34.452614,21.660065,-0.3278921,0.0,0.0,0.0,1006.59033,0.16643956,667.0
2006,5,14,420,32.76667,-95.63333,TEXAS,Thunderstorm Wind,,"A small metal building was blown over at a fire station about 9 miles southeast of Emory, and trees and power lines were blown down across the southern portion of the county.",16.53981,9.890485,87.8584,68.73336,11.413984,0.0,0.0,0.0,1018.47546,0.43458915,122.0
2020,1,10,1822,33.4254,-95.6532,TEXAS,Tornado,,"The same supercell that produced the earlier Cooper tornado moved northeast about 4 miles and spawned a second very brief tornado near Enloe, in northern Delta County. The tornado touched down in an open field just southeast of Enloe, destroying a couple of small outbuildings and scattering the debris downwind a few hundred yards. The debris pattern exhibited a subtle cyclonic orientation, implying a brief, weak tornado. The tornado was rated an EF-0 with maximum winds of 75 mph.",8.811141,8.216769,88.0143,90.33743,8.570581,3.2337015,3.2337015,0.0,1021.27167,0.4364184,145.0
2020,5,23,1500,30.9005,-102.8939,TEXAS,Thunderstorm Wind,,A thunderstorm moved across Pecos County and produced a 61 mph wind gust at the ASOS site near Fort Stockton.,25.913486,16.257534,29.421959,39.979786,11.925106,0.0,0.0,0.0,1010.0396,0.12598947,909.0
2006,10,9,1541,31.45,-106.08,TEXAS,Hail,,"Golf ball size hail accumulated several inches, with strong winds blowing the hail into drifts more than 2 feet high. Driving was extremely hazardous on I-10, and crops suffered extensive damage. A funnel cloud was also observed.",13.455729,21.921795,58.402424,72.98868,10.149485,10.180136,10.180136,0.0,1020.3698,0.09644896,1107.0
2025,5,28,1654,30.38,-103.66,TEXAS,Hail,,An MPING report of dime-size hail was received from the public.,30.296059,12.821254,22.372246,24.796768,7.4000416,0.33006284,0.33006284,0.0,1005.88055,0.13953726,1347.0
2010,6,27,1923,34.47,-101.3,TEXAS,Hail,,,29.363756,23.599087,0.0,42.832253,15.452991,0.0,0.0,0.0,1009.7642,0.17289604,997.0
2023,10,4,1553,31.92,-102.4,TEXAS,Thunderstorm Wind,,,26.654638,23.014505,3.0326653,37.27507,11.460553,0.0,0.0,0.0,1011.1134,0.12162617,901.0
2005,6,4,1721,34.1,-98.56667,TEXAS,Hail,,,26.7575,23.176596,22.963825,66.09871,20.528423,1.255543,1.255543,0.0,1010.6384,0.1758015,320.0
2019,4,17,1246,34.94,-101.12,TEXAS,Hail,,"Hail from dimes to quarters reported, accumulating up to an inch deep in spots.",18.788076,27.428432,0.0,18.059353,-5.924597,0.0,0.0,0.0,1003.5619,0.1551552,793.0
2004,3,4,1005,32.43333,-99.45,TEXAS,Thunderstorm Wind,,Roofs were damaged and power lines were snapped during high winds from a thunderstorm.,6.2800846,18.23242,0.0,49.33389,-3.4490926,0.0,0.0,0.0,1026.7742,0.15373872,602.0
2009,3,27,1521,30.3202,-95.1849,TEXAS,Hail,,Baseball-sized hail was reported along State Highway 105.,22.047363,14.496089,64.62399,86.22792,20.75103,2.2459211,2.2459211,0.0,1015.8293,0.34838116,50.0
2006,5,9,1839,35.36667,-101.0,TEXAS,Hail,,,17.444708,23.85899,22.550335,47.86622,8.401455,0.0,0.0,0.0,1011.7569,0.15564492,995.0
2023,3,2,1956,29.7,-98.04,TEXAS,Thunderstorm Wind,,A thunderstorm produced wind gusts measured at 50 kts by the ASOS at New Braunfels National Airport.,15.06486,7.102529,45.2119,84.35066,14.032407,0.08741438,0.08741438,0.0,1011.49225,0.4376201,196.0
2005,7,4,2040,31.7,-101.93333,TEXAS,Thunderstorm Wind,,"Hail up to the size of ping-pong balls combined with damaging winds to destroy cotton and watermelon crops, along with one farmer's irrigation system, in far northern Upton county and far southern Midland county.",29.86379,17.547617,38.918327,39.476234,14.384979,0.0,0.0,0.0,1009.456,0.16616829,845.0
2003,6,11,1805,33.53333,-99.86667,TEXAS,Hail,,,33.049904,21.605648,29.411808,29.349934,12.820756,0.0,0.0,0.0,1012.12634,0.15431176,455.0
2011,5,12,1250,29.55,-95.8,TEXAS,Thunderstorm Wind,,"Numerous branches, trees and power lines down scattered over large area, mainly north of 59. Fourteen thousand homes were left without power.",25.944153,12.971893,0.0,69.66291,20.289347,0.0,0.0,0.0,1007.4759,0.33782014,31.0
2012,5,31,420,32.1919,-96.8807,TEXAS,Thunderstorm Wind,,A power pole fell onto a car in the 700 block of Rhonda Street in Italy.,29.736135,18.984745,0.0,52.788776,19.0828,0.0,0.0,0.0,1010.9779,0.28636676,169.0
2003,6,5,1445,30.58333,-104.05,TEXAS,Hail,,,21.96438,10.266803,20.692274,38.148685,7.032633,0.10680791,0.10680791,0.0,1014.02936,0.17209381,1663.0
2004,6,2,1842,35.68333,-102.33333,TEXAS,Hail,,,24.211674,10.123886,0.045627594,30.845398,6.272901,0.0,0.0,0.0,1003.70544,0.20051083,1160.0
2005,10,31,1322,33.43333,-94.06667,TEXAS,Thunderstorm Wind,,Gust estimated by Emergency Manager.,24.002954,6.007702,75.74506,45.86637,12.193779,0.0,0.0,0.0,1019.8229,0.27841383,104.0
2023,9,24,2003,30.56,-97.68,TEXAS,Hail,,A thunderstorm produced quarter size hail in Round Rock.,25.68187,11.2007885,1.4981842,57.7752,16.76322,0.0,0.0,0.0,1016.47375,0.33060858,239.0
2008,6,17,2237,32.72,-102.65,TEXAS,Hail,,Baseball sized hail fell in the city of Seminole.,29.201696,15.892722,12.455734,38.584217,13.5833,0.0,0.0,0.0,1013.21014,0.078836225,1013.0
2023,9,24,1756,32.94,-96.62,TEXAS,Hail,,Reports from mPing of 1-2 hail across northern Garland.,23.965801,13.638355,0.0,58.756054,15.74577,0.0,0.0,0.0,1017.57635,0.30556887,161.0
2016,3,23,2130,33.0657,-96.8895,TEXAS,Lightning,,Lightning set a roof on fire on a house under construction near the Sam Rayburn Tollway and North Josey Lane.,15.206491,16.932081,50.584213,74.47388,9.722537,7.428521,7.428521,0.0,1003.50555,0.44439536,181.0
2023,3,2,600,30.38,-98.6,TEXAS,Hail,,A thunderstorm produced quarter size hail east of Willow City.,14.517043,6.8056417,7.707966,74.282104,11.070112,0.0,0.0,0.0,1011.1098,0.27054843,500.0
2009,7,17,1607,35.11,-102.4,TEXAS,Thunderstorm Wind,,The Hereford Fire Department reported that a few power poles had been blown down about one and a half to two miles north of Ford Road along U.S. Highway 385.,27.939697,16.330095,12.331707,31.90702,9.597258,0.0,0.0,0.0,1013.6619,0.17622766,1217.0
2001,4,16,1505,29.61667,-95.53333,TEXAS,Hail,,,13.178897,22.16079,68.44593,65.77577,8.473489,1.6538054,1.6538054,0.0,1028.6648,0.50370526,25.0
2019,5,31,2125,30.266,-104.0434,TEXAS,Hail,,,17.972689,17.409012,0.0,63.28919,11.208082,8.448072,8.448072,0.0,1009.00867,0.21684489,1405.0
2018,4,13,2159,32.2035,-94.8227,TEXAS,Thunderstorm Wind,,Several trees were snapped and uprooted along Highway 259 near Allen Road.,23.867731,19.392267,87.02901,78.22308,19.75655,0.2186449,0.2186449,0.0,1005.5964,0.41163766,130.0
2021,5,18,1812,35.67,-101.28,TEXAS,Hail,,,14.102571,18.024824,83.95237,90.5231,12.471013,22.880928,22.880928,0.0,1022.72815,0.36826137,946.0
2013,7,31,2005,34.92,-102.4,TEXAS,Hail,,"Discrete scattered thunderstorms developed across the eastern New Mexico Plains and moved to the southeast during the evening hours of the 31st. As a thunderstorm approached the city of Hereford (Deaf Smith County), a member of the public reported golf ball size hail (1.75 inches) 7 miles north of Hereford (Deaf Smith County). The thunderstorm that produced this hail continued moving slowly to the  south-southeast and exited the southern Texas Panhandle by 10 PM CST.",29.186905,21.660866,9.007572,32.55538,10.805962,0.0,0.0,0.0,1012.3998,0.15535946,1173.0
2005,6,5,1747,33.18333,-101.36667,TEXAS,Hail,,,22.190416,14.826338,45.27253,73.30159,19.47594,4.379522,4.379522,0.0,1017.3287,0.19457111,778.0
2019,5,25,1559,33.7796,-102.2978,TEXAS,Tornado,,Storm chasers reported a brief tornado in Hockley County. A storm survey was unable to be completed to due flooded roads.,19.992725,13.384152,71.32593,71.70792,14.584083,5.7052493,5.7052493,0.0,1013.2213,0.28901637,1058.0
2010,5,12,2031,33.3,-96.98,TEXAS,Hail,,Nickel size hail fell in the city of Aubrey.,19.239939,10.550284,63.57094,80.999054,15.802536,2.929515,2.929515,0.0,1016.9319,0.30165553,203.0
2024,5,1,2118,35.08,-100.39,TEXAS,Thunderstorm Wind,,,27.549654,23.593142,38.86053,33.04813,10.39615,0.0,0.0,0.0,999.7946,0.15002093,686.0
2016,3,18,1640,30.1,-99.33,TEXAS,Hail,,,15.336841,19.386467,73.934235,78.56163,14.142527,18.904346,18.904346,0.0,1010.04175,0.37067017,625.0
2024,5,9,1445,32.45,-98.25,TEXAS,Hail,,Spotter report of 2-inch hail in northern Erath County near the intersection of county road 135 and FM 1188.,30.147448,14.754304,0.0,25.784279,8.696154,0.0,0.0,0.0,999.2038,0.17600785,330.0
2025,5,17,1636,31.98,-97.37,TEXAS,Hail,,Quarter sized hail was reported at Juniper Cove Marina on Lake Whitney.,27.537144,19.576199,12.943115,77.99452,23.199049,0.26132417,0.26132417,0.0,1007.1632,0.3290707,175.0
2009,5,14,350,33.44,-94.78,TEXAS,Thunderstorm Wind,,A tree was downed across CR 4650.,24.933025,9.389879,0.0,73.47552,20.231316,0.0,0.0,0.0,1011.972,0.34175315,111.0
2007,6,20,20,33.33,-102.0789,TEXAS,Hail,,Local agricultural officials reported that pea to nickel size hail damaged cotton crops along the Terry and Lynn County line between Meadow and New Home.,27.368166,22.405996,0.0,42.878613,14.575554,0.0,0.0,0.0,1008.5304,0.20284943,999.0
2001,4,21,1655,34.98333,-100.96667,TEXAS,Hail,,,22.926224,22.054762,5.1107597,31.70766,6.316484,0.0,0.0,0.0,1008.225,0.13786393,855.0
2014,4,3,1356,33.05,-97.48,TEXAS,Hail,,A public report of nickel sized hail was received in Rhome.,22.257154,18.776175,18.14518,58.288757,15.177449,0.0,0.0,0.0,1009.32056,0.29777437,257.0
2016,4,18,2100,25.9778,-97.5229,TEXAS,Heavy Rain,,"Brownsville Police Department reported water covering roads with cars being stuck in the water along portions of Palm Boulevard, Boca Chica, Alton Gloor, and Expresway 77. CoCoRaHS observers reported rainfall totals of 3 to almost 4 inches.",22.809845,23.772064,0.0,63.26806,16.092821,0.0,0.0,0.0,1019.11707,0.17002083,10.0
2002,4,17,1945,34.43333,-100.3,TEXAS,Thunderstorm Wind,,The KCDS ASOS unit measured 66 mph thunderstorm wind gusts.,8.330192,9.926802,0.0,53.16484,-0.34802312,0.0,0.0,0.0,1027.3215,0.3333037,591.0
2005,6,13,1818,34.1,-98.58333,TEXAS,Hail,,,29.059364,14.899711,9.230076,61.48814,20.597134,2.497436,2.497436,0.0,1013.77527,0.17154053,318.0
2015,6,12,1830,33.37,-102.1,TEXAS,Funnel Cloud,,Two NWS employees observed a tapered funnel cloud one-third of the way to the ground for about 20 seconds.  This funnel developed just as a low-level mesocyclone tightened before becoming undercut by strong outflow from a left-moving supercell to its south.,25.058748,14.007238,0.0,55.706066,15.442697,0.0,0.0,0.0,1021.2488,0.16584522,1006.0
2020,8,29,2125,34.4312,-101.1865,TEXAS,Thunderstorm Wind,,A Texas Tech University West Texas mesonet site near Silverton measured a wind gust of 59 mph.,20.435291,11.3570385,24.212233,84.47458,19.34461,8.847354,8.847354,0.0,1014.6691,0.26079983,978.0
2024,5,9,1454,33.66,-96.91,TEXAS,Hail,,Fire Department reported quarter-sized hail in downtown Whitesboro.,26.29657,11.742103,0.0,60.440437,18.620739,0.0,0.0,0.0,1000.72614,0.29529825,247.0
2009,10,25,2053,32.62,-97.52,TEXAS,Thunderstorm Wind,,An off-duty NWS employee estimated 65 mph winds near the Tarrant/Parker county line.,24.659075,25.296219,37.47692,66.189766,17.608568,1.7015101,1.7015101,0.0,1007.31323,0.3054555,227.0
2003,3,25,1600,30.45,-102.96667,TEXAS,Hail,,An isolated thunderstorm developed in southern Reeves County during the afternoon of the 25th. It briefly became severe as it propagated southeast across western and southern Pecos County. A spotter reported golfball size hail southeast of Hovey. The hail was described as being soft with most stones shattering upon impact with the ground.,15.398472,21.639027,0.58094406,14.167656,-12.417338,0.0,0.0,0.0,1005.392,0.0932602,1488.0
2013,6,17,1719,32.45,-99.73,TEXAS,Thunderstorm Wind,,Trained spotters in Abilene reported power poles and large trees were down on the south side of town.,33.451515,19.131142,0.0,38.012314,16.769484,0.0,0.0,0.0,1008.6586,0.16237292,524.0
2011,1,9,448,28.4118,-96.7092,TEXAS,Thunderstorm Wind,,A large light pole was snapped at a baseball field. An awning was blown off of a business and into boats at the marina.,19.80121,12.448816,43.846245,88.83178,18.443993,0.7081429,0.7081429,0.0,1021.9682,0.3594763,3.0
2001,5,2,1710,34.46667,-100.31667,TEXAS,Hail,,,27.58092,20.971424,0.0,37.458942,12.527906,0.0,0.0,0.0,1006.6282,0.13959028,585.0
2006,5,4,1832,30.71667,-99.18333,TEXAS,Thunderstorm Wind,,This was measured by the Mason RAWS site located at the airport.,15.875447,20.303371,4.506893,68.603775,10.94062,0.0,0.0,0.0,1015.47266,0.188558,452.0
2001,5,6,1523,31.06667,-98.58333,TEXAS,Hail,,,23.620584,14.994542,47.94169,67.690865,17.544964,0.0,0.0,0.0,1016.2291,0.24055389,474.0
2024,5,8,1950,33.0,-95.94,TEXAS,Thunderstorm Wind,,Emergency manager reported measured wind gust of 61 mph in Lone Oak.,27.74928,29.467655,6.605282,69.039375,21.951672,0.0,0.0,0.0,1001.7735,0.34039745,168.0
2011,4,23,1616,33.6066,-97.38,TEXAS,Hail,,,24.866013,19.02693,20.830765,63.40081,18.540855,0.0,0.0,0.0,1007.2315,0.39747056,276.0
2009,3,25,1810,31.79,-94.21,TEXAS,Thunderstorm Wind,,Four trees were downed across Hwy. 7.  The road was closed until 10 pm.,13.451703,10.730523,74.073235,72.98065,9.840295,0.0,0.0,0.0,1022.83093,0.44034693,94.0
2024,5,9,1647,32.13,-97.12,TEXAS,Hail,,"Public reported tennis ball, then baseball, size hail between Itasca and Hillsboro.",31.36886,22.089773,0.0,53.731445,21.594797,0.0,0.0,0.0,999.95795,0.29956615,214.0
2024,5,27,1730,33.06,-97.13,TEXAS,Hail,,Public reported ping pong to golf ball hail just west of Double Oak.,19.703196,11.614357,0.0,65.85701,13.870757,0.0,0.0,0.0,1013.03894,0.39257213,207.0
2011,5,20,1657,31.22,-97.53,TEXAS,Hail,,Penny sized hail fell 6 miles northwest of Morgan's Point Resort.,27.610151,19.42567,25.885765,52.98655,17.160942,0.0,0.0,0.0,1016.017,0.30626827,242.0
2009,4,17,650,30.49,-98.83,TEXAS,Hail,,A resident reported quarter size hail at the Trois Estate near Enchanted Rock.,21.146301,24.36719,22.132877,57.002995,12.670543,0.0,0.0,0.0,1003.6561,0.25493354,455.0
2019,6,9,1533,31.7,-98.12,TEXAS,Hail,,"Amateur radio reported ping pong ball size hail in the city of Hamilton, TX.",27.50741,14.404808,87.38115,55.825348,17.783562,0.0,0.0,0.0,1014.1351,0.2922224,362.0
2025,5,8,2028,27.72,-97.96,TEXAS,Thunderstorm Wind,,"Nearby power poles leaning, distant snapped.",25.692875,10.449493,0.0,50.715714,14.630624,0.0,0.0,0.0,1014.2854,0.16711994,42.0
2013,3,9,1620,33.7,-97.53,TEXAS,Hail,,Penny sized hail was reported through the NSSL PING project.,14.994042,12.857667,47.62259,74.008644,10.699435,0.79271686,0.79271686,0.0,1019.5449,0.48097065,347.0
2024,4,9,2043,30.12,-97.34,TEXAS,Hail,,A thunderstorm produced quarter to chicken egg size hail in Bastrop.,20.484118,19.837019,88.69032,74.83715,16.523415,0.9654783,0.9654783,0.0,1011.9757,0.31514812,107.0
2010,6,8,1523,35.24,-102.42,TEXAS,Thunderstorm Wind,,,22.149195,15.628029,0.0,72.47334,17.817993,0.23976672,0.23976672,0.0,1009.4216,0.20307797,1227.0
2016,4,29,1452,32.23,-97.38,TEXAS,Hail,,,17.97711,7.9076877,0.0,35.449688,2.9937532,0.0,0.0,0.0,1016.9707,0.16757227,226.0
2009,4,16,1542,35.02,-101.92,TEXAS,Hail,,Law enforcement official reported that the hail broke out a window of a law enforcement vehicle.,11.908417,16.979425,0.0,40.023262,0.91114295,0.0,0.0,0.0,1008.0422,0.20711516,1102.0
2025,5,22,1840,30.01,-97.73,TEXAS,Hail,,A thunderstorm produced quarter size hail in Niederwald.,27.090351,17.081326,32.603138,60.99759,19.48446,1.5194846,1.5194846,0.0,1014.86365,0.28804237,177.0
2001,2,8,2109,32.25,-101.46667,TEXAS,Hail,,,19.92008,26.1181,45.000023,67.828415,15.912534,0.08433326,0.08433326,0.0,1013.41364,0.1352093,753.0
2019,8,2,1848,35.52,-100.99,TEXAS,Thunderstorm Wind,,A business sign was blown over on U.S. Highway 60 southwest of Pampa.,29.114016,15.938508,0.0,46.103886,16.640532,0.0,0.0,0.0,1006.21246,0.24616788,991.0
2002,12,23,1320,30.26667,-95.51667,TEXAS,Tornado,,Tornado spotted near FM 1488 and Highway 242.,16.741587,6.373815,88.89505,95.844406,16.21108,7.6270075,7.6270075,0.0,1020.2901,0.30421948,44.0
2020,5,27,1341,30.59,-96.36,TEXAS,Thunderstorm Wind,,The wind gust was observed at KCLL.,29.124582,15.082598,5.3620453,59.418854,20.561165,0.0,0.0,0.0,1010.7894,0.17286474,95.0
2005,8,26,1541,35.81667,-101.51667,TEXAS,Hail,,,20.620579,15.436815,37.05726,82.90332,17.622665,4.8083515,4.8083515,0.0,1015.6112,0.31255993,938.0
2015,7,3,2009,35.13,-101.91,TEXAS,Thunderstorm Wind,,A 65 mph wind gust was estimated by the public at 34th Avenue and Bell Street.,26.60026,19.856522,0.0,50.079563,15.124649,0.0,0.0,0.0,1016.51044,0.16408524,1127.0
2024,3,16,300,26.46,-97.98,TEXAS,Thunderstorm Wind,,A Willacy County Emergency Manager reported a power pole and lines down at 1425 N 490 in Raymondville.,23.064285,16.081665,19.967892,47.785027,11.563948,0.0,0.0,0.0,1015.83234,0.15870509,17.0
2025,3,4,726,31.93,-95.64,TEXAS,Thunderstorm Wind,,Roof damage was reported in the Elmwood area near ACR 445.,19.40395,17.46521,42.212723,82.38018,17.860823,1.0243863,1.0243863,0.0,1014.5407,0.4244952,194.0
2013,5,1,2100,29.61,-99.86,TEXAS,Hail,,,25.88197,14.508895,33.121117,55.43677,16.829813,0.0,0.0,0.0,1008.6471,0.30622256,507.0
2023,5,23,1440,30.33,-95.47,TEXAS,Thunderstorm Wind,,"Strong thunderstorm winds resulted in downed tree limbs in Conroe, as well as shingles being blown off of roofs.",25.82973,9.883305,84.61141,87.55993,23.825302,53.772285,53.772285,0.0,1015.0889,0.37585303,68.0
2024,5,15,1528,34.1693,-101.7371,TEXAS,Hail,,A member of the public reported hail up to golf ball size on the southwest side of Plainview.,18.586155,17.595814,57.993206,68.67375,12.96227,1.2873714,1.2873714,0.0,1013.45996,0.15016347,1027.0
2013,8,14,1800,35.6589,-101.4129,TEXAS,Heavy Rain,,A supercell thunderstorm produced a period of intense rainfall over Hutchinson County during the evening hours of the 14th.  This thunderstorm produced 1.66 inches of heavy rain 2 miles west-southwest of Borger (Hutchinson County).,21.178926,13.065893,85.11958,91.21713,20.580034,15.632059,15.632059,0.0,1013.2511,0.24168026,942.0
2022,4,12,1607,32.46,-97.75,TEXAS,Thunderstorm Wind,,Large trees were broken and sheds were damaged in Granbury.,21.477463,29.693127,4.3415375,48.519596,10.947658,0.0,0.0,0.0,1009.42236,0.24899393,236.0
2024,12,28,1335,31.32,-95.44,TEXAS,Thunderstorm Wind,,An amateur radio user reported building damage along east loop 304 near Crockett.,7.281873,8.043239,73.854996,46.985626,-2.314222,0.0,0.0,0.0,1028.467,0.44266537,113.0
2024,11,4,1740,33.5104,-94.911,TEXAS,Tornado,,"An EF-1 tornado with estimated maximum winds near 90 mph touched down northwest of the Boxelder community, just west of Crystal Lake. The damage was very sporadic and consisted entirely of damage to hardwood and softwood trees, which had large limbs downed and a few trunks snapped. The tornado traveled northeast crossing FM 44 and FM 1701, and eventually across County Roads 4310 and 4315, resulting in more sporadic tree damage. The tornado crossed Highway 82 and snapped more tree limbs along County Road 3322 before lifting.",21.753437,9.991334,0.0,80.34234,19.280443,0.0,0.0,0.0,1019.825,0.35976288,117.0
2008,8,3,1506,31.41,-93.78,TEXAS,Thunderstorm Wind,,"Powerlines were downed in the community of Mid Lake, Texas.",28.48122,8.285307,42.123684,75.04188,24.31161,0.0,,,1016.0986,0.34437776,49.0
2001,6,1,1213,31.46667,-100.43333,TEXAS,Hail,,,28.129824,16.858448,40.307404,47.037025,15.78099,0.0,0.0,0.0,1017.481,0.1646335,565.0
2011,5,24,1646,33.6795,-97.5054,TEXAS,Tornado,,A brief tornado was reported 2 miles southeast of St. Jo near Highway 82. Some tree damage was reported. This tornado was rated an EF-0 with maximum estimated winds of 70 MPH.,27.762486,20.66466,13.439991,49.071583,15.995774,0.0,0.0,0.0,1008.5767,0.32057357,340.0
2024,6,26,2005,34.5734,-101.77,TEXAS,Thunderstorm Wind,,"Local broadcast media relayed pictures of damage to homes to the north and northwest of Tulia associated with a strong downburst. Additionally, numerous large tree branches were broken off.",22.748373,12.698179,45.471226,67.36496,16.390953,0.79914904,0.79914904,0.0,1017.1009,0.1707154,1063.0
2015,4,18,1839,30.41,-98.97,TEXAS,Hail,,Penny size hail was reported by the public along highway 87 between Fredericksburg and Cherry Spring.,17.297453,8.2107935,7.6613007,39.816074,2.1941068,0.0,0.0,0.0,1018.8663,0.33744714,655.0
2009,8,21,620,32.13,-96.64,TEXAS,Hail,,Quarter size hail was reported north of the city of Barry.,31.336563,14.842908,54.87931,60.30268,22.74913,0.0,,,1015.46655,0.28888196,153.0
2015,5,26,1535,33.45,-98.93,TEXAS,Hail,,,20.895817,6.654033,34.95215,88.301575,19.748974,0.6171903,0.6171903,0.0,1017.98926,0.38906178,392.0
2016,5,17,2100,30.11,-99.14,TEXAS,Hail,,,21.869043,14.983241,62.77097,87.45493,21.33412,11.300824,11.300824,0.0,1009.2241,0.46324766,588.0
2006,4,28,1930,32.86667,-98.41667,TEXAS,Thunderstorm Wind,,Trees blown down across Highway 16 near Possum Kingdom Dam.,14.64601,12.608631,61.80853,39.51494,1.1287966,0.0,0.0,0.0,1023.2869,0.20133361,278.0
2016,9,17,1700,32.0,-102.1653,TEXAS,Hail,,A thunderstorm moved across Midland County and produced quarter sized hail and 60 mph wind gusts about five miles west of the City of Midland.,27.82147,23.409086,2.0599842,56.158234,18.61888,1.1061635,1.1061635,0.0,1009.2147,0.15856622,867.0
2008,4,25,1516,31.66,-97.47,TEXAS,Hail,,,19.713802,10.404365,14.140892,40.971687,7.088135,0.0,0.0,0.0,1017.0917,0.32696033,180.0
2018,3,26,1425,33.86,-98.81,TEXAS,Thunderstorm Wind,,Carport destroyed.,20.042105,19.213608,66.90634,72.753784,17.187555,11.453496,11.453496,0.0,1004.99207,0.2216248,315.0
2019,6,16,1427,32.7498,-97.0681,TEXAS,Thunderstorm Wind,,Many large trees sustained significant damage on the property of the North Central Texas Council of Governments. Some trees were cracked at the base and very large branches were broken off at least a dozen trees. A few trees were snapped partially up the trunk. Most of the trees were about 3-5 feet in diameter.,27.63127,9.793446,4.3908863,71.37503,22.282413,0.0,0.0,0.0,1017.65894,0.22911255,174.0
2012,4,29,205,35.49,-100.96,TEXAS,Hail,,,13.789568,15.745065,82.37593,58.606575,7.0433445,0.9976353,0.9976353,0.0,1018.6907,0.2403598,987.0
2001,4,14,1720,32.85,-100.46667,TEXAS,Hail,,,20.593477,18.867119,25.716694,37.810383,6.2079587,0.0,0.0,0.0,1012.8673,0.13970436,593.0
2005,4,10,1719,33.36667,-97.35,TEXAS,Hail,,Penny size hail reported 2.5 miles east of Slidell.,15.20343,12.332862,86.07485,66.8382,9.139485,0.0,0.0,0.0,1019.9199,0.47557807,282.0
