YEAR,MONTH,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,STATE,EVENT_TYPE,FLOOD_CAUSE,EVENT_NARRATIVE,temperature_2m_mean,wind_speed_10m_mean,cloud_cover_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,rain_sum,pressure_msl_mean,soil_moisture_0_to_10cm_mean,elevation,is_primary_rain_season,is_secondary_rain_season,Flood_Zone_A,Flood_Zone_AE,Flood_Zone_AH,Flood_Zone_AO,Flood_Zone_AREA NOT INCLUDED,Flood_Zone_OPEN WATER,Flood_Zone_VE,Flood_Zone_X,Is_In_Floodplain_False,Is_In_Floodplain_True
2007,7,400,29.37,-100.9,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms formed in southern Val Verde County, spreading eastward into southern Edwards County in the early morning hours.  Rain totals over the south part of Val Verde County averaged from 3 to 4 inches with the highest totals of 6 inches just northeast of Del Rio.  Many streets in Del Rio were reported to be closed due to flash flooding.",34.79217,14.3760395,0.044389725,38.975758,18.589424,0.0,0.15788166,1011.6161,0.24764448,305.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,430,29.13,-99.3155,TEXAS,Flash Flood,Heavy Rain,"During the early morning, thunderstorms spread from both Uvalde and Frio Counties into Medina County.  The storms produced a general 2 to 3 inch rain across Frio County, with up to 5 inches just west of Devine.  FM2200 and FM462 were closed due to high water.",34.275555,11.396546,1.0793762,44.991394,20.52962,0.0,0.15788166,1012.60394,0.27752182,223.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,800,28.5267,-99.6453,TEXAS,Flash Flood,Heavy Rain,"The thunderstorms that developed in Frio County spread westward during the morning into Zavala County, producing generally 2 to 3 inches of rain.  The highest totals were at Crystal City where up to 7 inches fell.  Widespread flooding developed in and around Crystal City that required the evacuation of about two dozen families.  Many of the roads in the Crystal City area were closed through mid-afternoon.",34.907234,14.925076,0.0,42.462433,20.075241,0.0,0.15788166,1011.8032,0.2750661,152.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1130,28.6357,-99.85,TEXAS,Flash Flood,Heavy Rain,"The thunderstorms from Zavala County moved into Dimmit County during the late morning, producing between 2 and 3 inches of rain over the county.  Highest totals were around 5 inches north of Carrizo Springs near the Zavala County line and south of Catarina near the Webb County line.  US83 was closed south of Catarina and US277 was closed north of  Carrizo Springs.  US85and FM190 were also reported to be closed due to flash flooding.",34.857162,13.65353,0.0,42.640755,20.060411,0.0,0.15788166,1012.0298,0.2758234,174.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1200,29.6267,-100.7723,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms from Val Verde County moved into Kinney County by late morning, producing between 3 and 4 inches of rain over the northern half of the area.  Flash flooding was reported to have closed FM3008 and FM2523.",34.026115,14.396752,11.441246,39.235798,18.029898,0.0,0.15788166,1012.5034,0.26970255,436.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,30,30.75,-98.67,TEXAS,Flash Flood,Heavy Rain,"Two lines of thunderstorms, one moving south from the Dallas area and one moving southeast from the Abilene area, intersected and stalled near Marble Falls, producing 5 to 8 inch rain amounts over eastern Llano County, with up to 12 inches between Llano and Sunrise Beach.  Flash flooding was extremely severe in southeastern Llano County and all roads in that quarter of the county were closed.",25.750626,15.852221,77.20059,74.352844,22.244274,0.15788166,0.15788166,1016.6281,0.23973338,308.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,830,30.6423,-98.27,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms over western Llano County and southern Burnet County produced 2 to 3 inch rain totals, with up to 6 inches between Kingsland and Marble Falls.  Most roads in southern Llano County were closed, including FM2147, FM1431 and US281.",25.722374,14.52433,43.40001,71.02533,20.34859,7.3649926,7.3649926,1018.4243,0.32986057,305.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,830,30.65,-98.42,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms over western Llano County and southern Burnet County produced 2 to 3 inch rain totals, with up to 6 inches between Kingsland and Marble Falls.  Most roads within a ten mile radius of Kingsland were closed, including FM1431, FM2342, and FM2900.",26.394846,14.499821,42.0568,69.12044,20.641077,7.123065,7.123065,1018.1459,0.21379878,255.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,6,900,29.6,-98.98,TEXAS,Flash Flood,Heavy Rain,Thunderstorms produced 3 to 4 inch rainfall in the Lakehills area of far southeast Bandera County.  The resulting flash flooding closed the only entrances to Lakehills - FM1283 and Park Road 37.,23.342154,13.795233,81.24124,92.32801,23.720356,15.154276,15.154276,1017.9444,0.3018609,313.0,False,False,True,False,False,False,False,False,False,False,False,True
2007,6,930,29.78,-98.73,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced from 2 to 3 inches of rain over extreme southern Kendall County, with up to 5 inches just east of Boerne.  Closed due to high water were SH46, FM474 and FM1376.",23.323572,12.872826,76.54968,86.7027,22.416637,12.413648,12.413648,1018.5903,0.38786423,440.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,1230,29.3131,-98.4492,TEXAS,Flood,Heavy Rain,"The San Antonio River at Loop 410 crested at 23.6 feet at 1245cst on June 28, where 20 feet is flood stage.",25.715878,13.525613,54.175545,81.228065,23.018438,10.484711,10.484711,1017.57623,0.3224343,157.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,7,700,30.17,-99.5372,TEXAS,Flash Flood,Heavy Rain,From 3 to 5 inches of rain fell west of Mountain Home on the early morning of July 21.  Flash flooding closed SH41 and FM1340 through the late morning.,28.302425,11.233535,21.727783,55.445408,18.706133,0.0,0.0,1014.60284,0.30127242,696.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,730,30.02,-100.22,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced a general 2 to 3 inch rainfall over eastern Edwards County, with up to 4 inches north of Barksdale.  US55 and FM335 were closed due to high water.",27.954155,11.867061,31.839455,56.330048,18.666101,0.0,0.0,1014.5406,0.31776807,717.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,745,29.32,-99.47,TEXAS,Flood,Heavy Rain,"The Sabinal River at Sabinal crested at 27.1 ft on 07/21 at 1100cst, where flood stage is 12 ft.",31.132807,11.577427,23.259674,51.792988,20.15775,0.0,0.0,1013.4081,0.2787572,292.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,800,28.95,-100.63,TEXAS,Flash Flood,Heavy Rain,Thunderstorms dropped between 4 and 6 inches of rain in the Normandy area.  Flash flooding closed SH131 and FM1908.,33.039146,14.97525,21.883133,44.85766,19.369825,0.0,0.0,1012.3192,0.2718127,240.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,845,29.35,-99.15,TEXAS,Flood,Heavy Rain,"King Waterhole near Hondo crested at 16.6 ft on 07/21 at 1045cst, where flood stage is 12 ft.",30.912462,11.700094,22.187923,53.52106,20.462442,0.0,0.0,1013.5325,0.27809927,275.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,800,29.72,-99.07,TEXAS,Flood,Heavy Rain,"The Medina River at Bandera crested at 16.7 ft on 07/21 at 1115cst, where flood stage is 13 ft.",30.2025,10.091595,42.97992,54.408585,19.988464,0.0,0.0,1014.3307,0.24472266,373.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,7,930,29.2094,-100.7262,TEXAS,Flash Flood,Heavy Rain,"Storms produced from 2 to 3 inches of rain over the southern part of Kinney County, with up to 5 inches just southeast of Brackettville.  FM1572 was closed due to high water.",32.444122,13.752118,19.412567,46.098854,19.226774,1.2683046,0.0,1012.52527,0.27694598,302.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,300,29.0854,-98.8,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms over Bexar, Atascosa, Karnes and Frio Counties produced a general 2 to 3 inch rain, with up to 4 inches from south of Lytle to just northwest of Charlotte.  Brief flash flooding closed SH173 and FM2504.",30.82594,15.247238,18.26882,59.893646,22.035675,0.0,0.0,1013.93396,0.23249635,183.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,300,28.9322,-98.1668,TEXAS,Flash Flood,Dam / Levee Break,"Scattered thunderstorms over Bexar, Atascosa, Karnes and Frio Counties produced a general 2 to 3 inch rain, with flash flooding that closed FM99 and FM791.",30.38839,14.049456,20.887493,64.14621,23.34365,0.47806695,0.0,1014.29065,0.28253332,113.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,500,29.05,-99.02,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms over Bexar, Atascosa, Karnes and Frio Counties produced a general 2 to 3 inch rain, with up to 5 inches near Pearsall.  FM140 was closed west of Pearsall due to flash flooding.",31.022287,15.622879,17.390823,58.466324,21.806532,0.0,0.0,1013.7343,0.28202546,210.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,815,29.25,-98.33,TEXAS,Flood,Heavy Rain,"The San Antonio River at Elmendorf crested at 44.6 ft on 07/26 at 0030cst, where flood stage is 35 ft.",30.287603,14.017508,19.663084,62.78011,22.461624,0.0,0.0,1014.34143,0.176477,159.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1200,30.12,-97.32,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms dropped 2 to 3 inch amounts over southern Bastrop County, with up to 5 inches near Rosanky.  Flash flooding closed sections of US290 and SH21.",30.684639,14.303016,8.43618,61.699455,22.63493,0.0,0.0,1014.63324,0.17795385,117.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,3,2200,30.0,-98.4,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced up to 4 inches of rain between Twin Sisters and Blanco, causing flash flooding through the midnight hours that closed FM165 and FM32.",10.789436,10.280613,0.0,53.685265,1.2741657,0.0,0.0,1025.6843,0.40929523,401.0,True,False,False,False,False,False,False,False,False,False,True,False
2007,3,2230,29.88,-97.67,TEXAS,Flash Flood,Heavy Rain,"Up to 6 inches of rain was reported between Lockhart and Luling, with widespread flash flooding along Plum Creek that closed FM1322 and many other rural roads.  Over 100 livestock were reported to have been washed downstream.",11.551213,10.328695,0.0,55.660065,2.7096894,0.0,0.0,1025.6038,0.44623783,159.0,True,False,False,False,False,False,False,False,False,True,True,False
2007,7,330,30.32,-97.05,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms over Lee and Bastrop Counties produced 1 to 2 inch general rain amounts with up to 3 inches north of Lexington.  Numerous county roads were closed, including CR309, CR315 and FM112, which was closed near Milam line.",30.962955,9.788297,48.584164,52.12398,19.871777,0.0,0.0,1013.82635,0.19218333,127.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,430,29.42,-98.5,TEXAS,Flash Flood,Heavy Rain,"Early morning thunderstorms dropped from 2 to 3 inches of rain over San Antonio, causing flash flooding that closed Austin Highway, Callahan Road, and McNeel Streets.",30.08187,9.211406,0.12405586,56.593254,20.224373,0.0,0.0,1014.2805,0.29077563,200.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1400,28.52,-99.85,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms produced general 2 to 3 inch rainfall over Dimmit and Frio Counties in the early afternoon.  Up to 3 inches fell in 2 hours at Carrizo Springs, flooding many of the roads in the town.  FM2644 and US 85 were closed near Carrizo Springs.",31.703413,12.880853,0.0,48.558914,19.606876,0.0,0.0,1013.2704,0.2920943,173.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1500,28.8146,-99.17,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms produced general 2 to 3 inch rainfall over Dimmit and Frio Counties in the early afternoon, with most of the rain falling in 2 hours.  US85 and FM117 were closed near Dilley.",31.394156,11.175821,0.0,50.875755,19.973097,0.0,0.0,1013.5356,0.2954752,158.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1630,29.4222,-98.7873,TEXAS,Flash Flood,Heavy Rain,Rainfall between 2 and 3 inches in 2 hours in southwest Bexar County caused flash flooding that closed FM327 and Stuart Road.,29.730333,8.804677,4.5887413,55.366734,19.525404,0.0,0.0,1014.33905,0.29639146,295.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,630,29.4,-97.75,TEXAS,Flash Flood,Heavy Rain,"A cluster of thunderstorms stretching from near Pearsall in Frio County across southern Bexar County and northern Atascosa County, through Seguin and Stockdale to Gonzales produced general 2 to 3 inch rain totals and spotty flash flooding problems.  Highest rain amounts in Gonzales County were 4 inches near Leesville. US80 was closed south of Belmont, along with FM1117.",30.347528,13.604254,33.531326,57.008667,20.929718,0.0,0.0,1010.8233,0.29956418,118.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,1,1200,30.28,-98.4,TEXAS,Flash Flood,Heavy Rain,"Showers and thunderstorms accompanying the cold front produced between 2 and 3 inches of rain in the area between Johnson City and Twin Sisters, with up to 4 inches in the Twin Sisters area.  FM473 was closed in the early afternoon due to flash flooding.   Fm2766 was also reported closed near Johnson City.",10.699322,13.946591,34.810852,23.872849,-9.263998,0.0,0.0,1015.6108,0.28239983,368.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,1,1200,29.97,-98.73,TEXAS,Flash Flood,Heavy Rain,"Storms with the cold front dropped between 1 and 2 inches over eastern Kendall County with up to 4 inches in places between Sisterdale and Kendalia.  FM473, FM474, and FM3351 were closed in the early afternoon for a short time due to flash flooding.",11.408637,13.716799,33.64808,22.907784,-8.871077,0.0,0.0,1015.00574,0.27789885,407.0,False,False,True,False,False,False,False,False,False,False,False,True
2007,1,930,30.35,-97.37,TEXAS,Flood,Heavy Rain,"Wilbarger Creek in Elgin crested at 34.10 feet at 2100cst on January 13, where 27 feet is flood stage.",12.0694685,13.416491,44.301975,38.30269,-1.9182247,0.0,0.0,1015.1358,0.24850896,181.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,730,30.28,-97.75,TEXAS,Flash Flood,Heavy Rain,"Storms dropped from 2 to 3 inches of rain in Austin with flooding reported around MoPac near Steck Lane and Far West, as well as along Shoal Creek Boulevard.",32.648155,11.42888,0.0,48.57792,20.411335,0.0,0.0,1012.0184,0.2632447,154.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,800,30.3822,-97.8684,TEXAS,Flood,Heavy Rain,"Bull Creek at Loop 360 crested at 6.4 ft on July 26 at 0840cst, where flood stage is 5 ft.",31.90448,11.470937,0.0,48.844612,19.844055,0.0,0.0,1012.03674,0.29283738,285.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1330,29.05,-98.88,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms in northeast Frio County dropped between 3 and 5 inches of rain in 2 hours, closing FM462 and FM472 due to flash flooding.",32.15417,11.641475,0.0,50.35586,20.878572,0.0,0.0,1011.922,0.28159988,201.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1330,29.7133,-100.5737,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms formed across northern Val Verde, Edwards and Real Counties and moved slowly southward into Kinney and Uvalde Counties.  Rain amounts generally averaged from 2 to 3 inches, with up to 5 inches in the southwest corner of Edwards County.  FM2523 and FM674 were closed due to flash flooding.",32.87046,11.914468,28.705717,41.752396,17.742535,0.0,0.0,1012.5094,0.27993134,593.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,1500,29.5756,-100.7135,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms formed across northern Val Verde, Edwards and Real Counties and moved slowly southward into Kinney and Uvalde Counties.  Rain amounts generally averaged from 2 to 3 inches, with up to 4 inches northwest of Brackettville.  FM674 and FM3008 were closed due to flash flooding.",33.806927,12.47607,11.943251,39.885723,17.847702,0.0,0.0,1011.5847,0.26447213,423.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1500,29.5,-101.0,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms formed across northern Val Verde, Edwards and Real Counties and moved slowly southward into Kinney and Uvalde Counties.  Rain amounts in Val Verde County generally averaged from 2 to 3 inches, with up to 4 inch.  FM454 and FM349 were closed due to flash flooding.",34.350105,14.13046,1.6394558,39.372204,18.139671,0.0,3.2427773,1011.3065,0.2430822,327.0,False,False,True,False,False,False,False,False,False,False,False,True
2007,6,2130,29.58,-98.7,TEXAS,Flash Flood,Heavy Rain,"Scattered to numerous thunderstorms across northern Atascosa, eastern Medina and western Bexar Counties produced rain totals of 2 to 3 inches.  Highest totals in Bexar County were 5 inches near Loop 1604 and Marbach Road.  FM471, FM1957, and Marbach Road, among others, were closed due to flash flooding.",28.527216,11.103773,57.827065,60.935207,21.312582,3.2427773,3.2427773,1013.0946,0.29306045,329.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,900,30.08,-97.73,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced from 2 to 3 inches of rain over eastern Travis County, with up to 5 inches near Manor.  Closed due to high water were Dessau Road, FM969, and FM973.",28.192322,7.5186753,0.0,62.777847,20.42743,0.0,0.0,1011.4076,0.29454178,194.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,900,30.47,-97.38,TEXAS,Flash Flood,Heavy Rain,Thunderstorms produced 2 to 3 inch rain totals over extreme eastern Williamson County with up to 4 inches near Coupland.  Among the Williamson County roads due to high water were FM619 and FM973.,28.156158,6.9099364,0.3860054,61.95022,20.145037,0.0,0.0,1011.48303,0.30440536,150.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,6,1000,30.08,-97.5,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced 2 to 3 inch rain totals over northwest Bastrop County, with up to 4 inches between Cedar Creek and Utley.  Many roads in Bastrop County were closed due to high water, including FM969 and FM1704.",28.683653,6.6320086,0.0,61.269436,20.418062,0.0,0.0,1011.2796,0.18681625,127.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,6,1000,29.33,-98.7,TEXAS,Flash Flood,Heavy Rain,Thunderstorms produced 2 to 3 inch rain totals over the southwest quarter of Bexar County with up to 4 inches along US90 from San Antonio to the Medina County line.  Closed due to high water were FM1957 and FM471.,29.075512,9.229439,0.0,62.111847,21.206806,0.0,0.0,1011.01843,0.30112994,197.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,1030,29.35,-99.0,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms in eastern Medina County produced from 2 to 4 inches of rain along US90 from Dunlay to the Bexar County line.  FM471, FM1343, and FM1957 were closed due to high water.",28.482115,10.1759,0.0,61.91157,20.43429,0.0,0.0,1011.024,0.3044401,298.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,200,30.4,-98.25,TEXAS,Flash Flood,Heavy Rain,"Two lines of thunderstorms, one moving south from the Dallas area and one moving southeast from the Abilene area, intersected and stalled near Marble Falls, producing rainfall of 8 to 10 inches in extreme northern Blanco County with up to 14 inches near Round Mountain.  Flash flooding developed in the early morning hours and continued into mid morning, resulting in the closing of most roads in northern Blanco County.  Among the major roads closed due to high water were FM962 and US281.",25.616604,14.121147,66.3529,75.15137,22.259396,0.31468183,0.31468183,1016.7669,0.33482274,314.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,6,515,30.65,-98.42,TEXAS,Flood,Heavy Rain,"Sandy Creek at Kingsland crested at 15.2 feet at 1215cst on June 27, where flood stage is 12 feet.",26.213814,15.174136,63.948174,73.021164,22.31135,0.2814414,0.2814414,1016.61676,0.2234801,255.0,False,False,False,True,False,False,False,False,False,False,False,True
2007,7,1300,28.83,-98.05,TEXAS,Flash Flood,Heavy Rain,"General 2 to 3 inch rain totals were reported over Karnes, Atascosa, Frio, and Zavala Counties.  Highest amounts in Karnes County were 5 inches near Gillett.  FM99, SH123, and SH119 were closed due to high water.",31.278114,14.180231,56.849915,54.90955,21.663216,0.0,0.2814414,1015.2278,0.27313933,145.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1330,30.1,-98.42,TEXAS,Flash Flood,Heavy Rain,"General 2 to 3 inch rains fell over Blanco, Gillespie, Kerr and Kendall Counties, with up to 4 inches between Blanco and Twin Sisters.  FM32, FM165, and FM473 were closed due to high water.",30.676683,10.52984,60.923943,49.294216,18.958008,0.17450662,0.2814414,1015.6714,0.28097284,415.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,7,200,29.8,-99.25,TEXAS,Flash Flood,Heavy Rain,"Extremely heavy rainfall was reported from eastern Bandera County into northern Medina County.  Most parts of eastern Bandera County reported  3 to 4 inches of rain, but the highest amount was in Bandera where up to 8 inches fell.  Flash flooding was both widespread and severe, closing SH16, SH173, FM1283 and FM470.",29.670946,10.164985,36.92171,55.347366,19.801544,0.0,0.2814414,1014.43286,0.2670223,446.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,200,29.83,-98.17,TEXAS,Flash Flood,Heavy Rain,Thunderstorms near midnight produced between 3 and 4 inches of rain from Sattler northeastward to the Hays County line.  Flash flooding closed FM306 and FM32.,30.72054,11.736765,42.205128,57.147114,21.34395,0.0,0.2814414,1014.15674,0.29051077,227.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,200,29.2,-97.47,TEXAS,Flash Flood,Heavy Rain,Generally from 2 to 3 inches of rain fell in the early morning hours.  Highest totals were 4 inches near Hochheim. US77 and US183 were closed due to flash flooding near Hochheim.,30.867933,14.33689,51.74475,61.78051,23.470875,0.0,0.2814414,1014.08936,0.28434306,69.0,False,False,True,False,False,False,False,False,False,False,False,True
2007,7,200,29.65,-97.82,TEXAS,Flash Flood,Heavy Rain,"Between 2 and 3 inches of rain fell in central Guadalupe County, with up to 5 inches just south of Kingsbury.  FM477, FM466, and Alternate US90 were closed.",30.657465,13.157271,40.879448,57.99137,21.762085,0.0,0.2814414,1014.0279,0.25120282,184.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,230,29.4,-97.75,TEXAS,Flash Flood,Heavy Rain,"A general rainfall of 2 to 3 inches was reported in western Gonzales County, with up to 5 inches near Leesville.  US80 and FM466 were closed.",31.030336,13.327308,41.13794,58.996666,22.461672,0.0,0.0,1013.96295,0.28790194,118.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,300,29.4756,-100.0932,TEXAS,Flash Flood,Heavy Rain,"Rainfall over the northern part of Uvalde County averaged from 4 to 6 inches, with up to 12 inches from northwest of Uvalde to Utopia.  High water shut down a 36-mile stretch of tracks around Knippa, halting a westbound Amtrak train with 176 passengers for several hours.  SH127, FM1050, and SH55 were closed due to high water and Garner State Park was evacuated due to flooding.",30.085342,10.869006,31.237045,52.72342,19.415419,0.30941623,0.0,1013.82355,0.30887926,461.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1045,29.22,-99.8,TEXAS,Flood,Heavy Rain,"The Frio River below the Dry Frio near Uvalde crested at 22.0 ft on 07/21 at 1245cst, where flood stage is 12 ft.",31.5924,12.391053,23.519516,49.26703,19.708105,0.0,0.0,1013.2798,0.28248537,284.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1330,29.22,-99.8,TEXAS,Flood,Heavy Rain,"The Nueces River below Uvalde crested at 17.2 ft on 07/21 at 1700cst, where flood stage is 11 ft.",31.5924,12.391053,23.519516,49.26703,19.708105,0.0,0.0,1013.2798,0.28248537,284.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,7,1715,29.2032,-98.5,TEXAS,Flood,Heavy Rain,"The Medina River at US 281 South crested at 24.2 ft on 07/22 at 0015cst, where flood stage is 20 ft.",31.062601,12.253145,33.213142,55.77427,21.489992,0.0,0.0,1013.73956,0.16923204,179.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,3,2300,29.97,-97.45,TEXAS,Flash Flood,Heavy Rain,"Widespread 2 to 3 inch rainfall over western Bastrop county in the late night hours caused widespread flash flooding.  Highest totals were 6 inches near Rockne. Bee Creek overflowed, cutting FM20, and swept at least on car off the roadway.  Rescuers brought two occupants to safety but had to swim around 100 yards to reach one of them.  FM812 was closed by Walnut Creek, sending one car into high water and requiring a rescue.",11.419464,10.755583,0.0,55.46441,2.6160364,0.0,0.0,1025.5109,0.35035524,142.0,True,False,False,False,False,False,False,False,False,True,True,False
2007,3,24,30.63,-97.502,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced a general 1 to 2 inch rainfall over northwestern Williamson County, with up to 5 inches in the Georgetown area.  The resulting flash flooding closed CR268 and FM1869.",13.87382,20.934404,47.30457,63.223686,7.8964796,0.0,0.0,1017.10565,0.44270092,173.0,True,False,False,True,False,False,False,False,False,False,False,True
2007,3,230,30.0,-98.05,TEXAS,Flood,Heavy Rain,"The Blanco River at Wimberley crested at 20.79 ft at 0315 CST on March 12, where flood stage is 13 ft.  This was the 5th highest crest on record.",13.455529,16.660007,67.108185,65.338165,7.993804,0.0,0.0,1017.43396,0.4118829,285.0,True,False,False,False,False,False,False,False,False,True,True,False
2007,7,1730,29.02,-99.32,TEXAS,Flash Flood,Heavy Rain,"Scattered thunderstorms produced general rain totals of 2 to 3 inches over Kinney, Uvalde, Zavala, Medina, and Frio Counties in the afternoon of July 3.  Highest amounts in Frio County were 5 inches in the northwest part of the county and also near Pearsall.  US57, FM140, and FM2779 closed.",29.165462,12.132446,0.96697235,61.172527,20.7998,0.0,0.0,1015.0567,0.32206696,198.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,3,2030,30.48,-98.17,TEXAS,Flash Flood,Heavy Rain,Between 1 and 2 inches of rain fell over southern Burnet County with up to 5 inches in the Marble Falls area.  Most of this rain fell in a one-hour period. Widespread flash flooding was reported with US281 being closed in and around Marble Falls.  FM2147 was also reported closed.,10.843973,9.843866,0.0,56.595543,2.453219,0.0,0.0,1025.5,0.42785805,265.0,True,False,False,False,False,False,False,False,False,True,True,False
2007,7,1530,29.97,-98.73,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms across much of Kendall and Bandera Counties produced general rainfall of 2 to 3 inches, with up to 4 inches in the Sisterdale area.  FM473 and FM1366 were closed through the evening.",32.835567,11.785885,7.284073,48.489166,20.36651,0.0,0.0,1012.5369,0.24463359,407.0,False,False,True,False,False,False,False,False,False,False,False,True
2007,6,400,29.92,-100.77,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms from the early morning into the mid morning across eastern Val Verde County and western Edwards County produced widespread rain amounts of 3 to 5 inches from Loma Alta to Del Rio.  Streets in Del Rio were closed due to flash flooding from 0400CST through 0800CST.   At 0700 CST, the Val Verde County Sheriff's Department reported that cars had been washed off US277 south of Loma Alta.",31.278736,24.93072,0.0,41.835823,17.046131,0.0,0.0,1004.00586,0.26931792,628.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,600,29.8,-100.68,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms from the early morning into the mid morning across eastern Val Verde County and western Edwards County produced widespread rain amounts of 3 to 5 inches from Carta Valley to Rocksprings.  Roads across southwestern Edwards County were closed, including FM674 and FM2523.",31.588367,24.805384,0.0,42.356033,17.47555,0.0,0.0,1003.89624,0.26198792,575.0,False,False,False,False,False,False,False,False,False,False,True,False
2007,6,715,29.68,-101.17,TEXAS,Flood,Heavy Rain,"The Devils River at Pafford Crossing near Comstock crested at 9.4 feet at 1015cst on June 10, where 5 feet is flood stage.",32.57409,24.15908,0.0,41.87391,18.227804,0.0,0.0,1003.0897,0.22830683,462.0,False,False,False,False,False,False,False,False,False,True,True,False
2007,6,1100,29.98,-97.87,TEXAS,Flash Flood,Heavy Rain,"Thunderstorms produced 2 to 3 inch rain totals from Kyle eastward to the Caldwell County line, with up to 4 inches just east of Kyle.  FM150 and FM2001 were closed through the early afternoon due to high water.",28.220747,7.0371203,0.0,63.79329,20.721767,0.0,0.0,1011.26965,0.3038429,204.0,False,False,False,False,False,False,False,False,False,True,True,False
